OBJECTID,UNIQUEID,WORK_TYPE,WORK_SUBTYPE,DISPLAY_AGENCY,NUMBER_KEY,COMP_TYPE,COMP_TYPE_DESC,SUB_TYPE,SUB_TYPE_DESC,ENTERED_DATE,DATA_STATUS,DATA_STATUS_DISPLAY,STATUS_CLASS,STREET_NO,ADDR_FRACTION,STREET_DIRECTION,STREET_NAME,CITY_ID,X_COORD,Y_COORD,WFDB,URL,LAST_UPDATED,YN_ACTIVITY_REPORT,SE_ANNO_CAD_DATA,NEIGHBORHOOD,
6650979,,CODE ENFORCEMENT,Abandoned Vehicles,Cincinnati Health Dept,JV23000067,CJUNKV-H,Abandoned Vehicle Code Enforcement,CODE J  ,JUNK VEH ON PRIVATE PROP,1/26/2023,CLOS-NO ,Closed - No Violation,OPEN,138,    ,E ,COURT ST                        ,CINC        ,1397740,409506,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=JV23000067,7/15/2023,Y,,,
6651941,,CODE ENFORCEMENT,Abandoned Vehicles,Cincinnati Health Dept,JV23000312,CJUNKV-H,Abandoned Vehicle Code Enforcement,CODE J  ,JUNK VEH ON PRIVATE PROP,4/20/2023,TOW     ,Referred for Towing to Impound Lot,OPEN,4651,    ,  ,KELLOGG AV                      ,CINC        ,1420192,403637,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=JV23000312,7/15/2023,Y,,,
6710964,,CODE ENFORCEMENT,Abandoned Vehicles,Cincinnati Health Dept,JV23000032,CJUNKV-H,Abandoned Vehicle Code Enforcement,511.31  ,Access to Veh Undr 511.31,1/10/2023,ABAT-OWN,Abated by the Owner,OPEN,6529,    ,  ,DALY RD                         ,CINC        ,1392759,446597,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=JV23000032,7/16/2023,Y,,,
6711935,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSA2301099,CDPSCLN ,Trash/Litter/Tall Grass Cleaning,TLGR-PRV,Tall grass/weeds private prop,7/12/2023,INVOICED,,OPEN,3315,    ,  ,WARSAW AV                       ,CINC        ,1382610,410945,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSA2301099,7/30/2023,Y,,,
6712930,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202300249,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,1/5/2023,REISSUE ,Closed - Orders Reissued,OPEN,1745,    ,  ,GRAND AV                        ,CINC        ,1384266,414068,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202300249,7/16/2023,Y,,,
6605834,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202304190,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,7/9/2023,CLOSED  ,Closed,OPEN,7135,    ,  ,EASTLAWN DR                     ,CINC        ,1413840,439672,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202304190,7/13/2023,Y,,,
6605836,,CODE ENF / INSPECTION,Building Enforcement,Cincinnati Health Dept,CHCE232207,CHENCODE,Health Environmental Code Enforcement,MOLD    ,Mold building or apartment,7/9/2023,ORDERS1 ,Orders Issued,OPEN,7135,    ,  ,EASTLAWN DR                     ,CINC        ,1413840,439672,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=CHCE232207,7/25/2023,Y,,,
6606801,,CODE ENFORCEMENT,Zoning Enforcement,Cincinnati Buildings and Inspections,BC20230012,CBHZONEC,Zoning Code Enforcement - Commercial Uses,USE     ,USE OF COMM PROPERTY STNDRD,1/11/2023,CLOSED  ,Closed,OPEN,4324,    ,  ,RIVER RD                        ,CINC        ,1366212,399588,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=BC20230012,7/13/2023,Y,,,
6608718,,CODE ENFORCEMENT,Abandoned Vehicles,Cincinnati Health Dept,JV23000131,CJUNKV-H,Abandoned Vehicle Code Enforcement,CODE J  ,JUNK VEH ON PRIVATE PROP,2/18/2023,CLOS-NO ,Closed - No Violation,OPEN,8473,    ,  ,CURZON AV                       ,CINC        ,1412227,449556,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=JV23000131,7/13/2023,Y,,,
6612650,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSA2301066,CDPSCLN ,Trash/Litter/Tall Grass Cleaning,TLGR-PRV,Tall grass/weeds private prop,7/9/2023,INVOICED,,OPEN,3011,    ,  ,GLENWAY AV                      ,CINC        ,1383816,412055,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSA2301066,7/26/2023,Y,,,
6612656,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202304204,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,7/9/2023,ORDERS  ,Orders Issued,OPEN,269,    ,  ,FAIRBANKS AV                    ,CINC        ,1379830,404586,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202304204,7/17/2023,Y,,,
6612674,,INSPECTION,Building Enforcement,Cincinnati Buildings and Inspections,BF23000285,CBHFACFE,Building Facade and Fire Escape Inspections,FIRE_ESC,FIRE ESCAPE CERTIFICATION,7/9/2023,ORDERS  ,Orders Issued,OPEN,50,    ,E ,MCMICKEN AV                     ,CINC        ,1396753,412755,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=BF23000285,7/20/2023,N,,,
6612685,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202300091,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,1/4/2023,DUPLICAT,Duplicate Case,OPEN,1020,    ,  ,PARKSON PL                      ,CINC        ,1384200,411148,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202300091,7/13/2023,Y,,,
6612687,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202300094,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,1/4/2023,DUPLICAT,Duplicate Case,OPEN,1020,    ,  ,PARKSON PL                      ,CINC        ,1384200,411148,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202300094,7/13/2023,Y,,,
6612705,,CODE ENFORCEMENT,Zoning Enforcement,Cincinnati Buildings and Inspections,B202300114,CBHZONE ,Zoning Code Enforcement - Residential Uses,PARKING ,PARKING IN YARD STNDRD,1/4/2023,CLOSED  ,Closed,OPEN,7247,    ,  ,READING RD                      ,CINC        ,1412860,441034,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202300114,7/13/2023,Y,,,
6614677,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSA2300109,CDPSCLN ,Trash/Litter/Tall Grass Cleaning,TLGR-PRV,Tall grass/weeds private prop,2/14/2023,INVOICED,,OPEN,401,    ,  ,CRESTLINE AV                    ,CINC        ,1381641,406536,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSA2300109,7/24/2023,Y,,,
6615627,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202303578,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,6/12/2023,CLOSED  ,Closed,OPEN,884,    ,  ,ROCKDALE AV                     ,CINC        ,1405382,422859,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202303578,7/13/2023,Y,,,
6616587,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSC2301536,CDPSCODE,Trash/Litter/Tall Grass Complaint,LITR-PRV,Litter private property,2/22/2023,REFABAND,Refer to Abandoned Property Program,OPEN,2907,    ,  ,WARSAW AV                       ,CINC        ,1383978,410777,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSC2301536,7/13/2023,Y,,,
6616611,,INSPECTION,Building Enforcement,Cincinnati Buildings and Inspections,BF23000043,CBHFACFE,Building Facade and Fire Escape Inspections,FIRE_ESC,FIRE ESCAPE CERTIFICATION,2/22/2023,ORDERS  ,Orders Issued,OPEN,718,    ,  ,STATE AV                        ,CINC        ,1385859,408689,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=BF23000043,7/13/2023,N,,,
6618611,,CODE ENF / INSPECTION,Building Enforcement,Cincinnati Health Dept,CHCE232095,CHENCODE,Health Environmental Code Enforcement,MOLD    ,Mold building or apartment,6/26/2023,PHNCALL ,PHNCALL ,OPEN,1586,    ,  ,CREST HILL AV                   ,CINC        ,1413000,444911,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=CHCE232095,7/13/2023,Y,,,
6628457,,CODE ENFORCEMENT,Zoning Enforcement,Cincinnati Buildings and Inspections,B202302564,CBHZONE ,Zoning Code Enforcement - Residential Uses,PARKING ,PARKING IN YARD STNDRD,6/29/2023,CLOSED  ,Closed,OPEN,2921,    ,  ,QUEEN CITY AV                   ,CINC        ,1373194,420118,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202302564,7/13/2023,Y,,,
6629440,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,BC20230412,CBHCODEC,Code Enforcement - Commercial Buildings,ELEV COD,ELEVATOR Code Enforcement,7/9/2023,INTAKE  ,Intake - New Case,OPEN,5491,    ,  ,BEECHMONT AV                    ,CINC        ,1432198,407593,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=BC20230412,7/13/2023,Y,,,
6629460,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202302304,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,4/13/2023,CLOSED  ,Closed,OPEN,1607,    ,  ,ASMANN AV                       ,CINC        ,1408375,427565,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202302304,7/13/2023,Y,,,
6630377,,CODE ENFORCEMENT,Abandoned Vehicles,Cincinnati Health Dept,JV23000284,CJUNKV-H,Abandoned Vehicle Code Enforcement,CODE J  ,JUNK VEH ON PRIVATE PROP,4/12/2023,CLOS-NO ,Closed - No Violation,OPEN,1273,    ,  ,QUEBEC RD                       ,CINC        ,1379772,413406,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=JV23000284,7/13/2023,Y,,,
6630379,,CODE ENFORCEMENT,Abandoned Vehicles,Cincinnati Health Dept,JV23000285,CJUNKV-H,Abandoned Vehicle Code Enforcement,CODE J  ,JUNK VEH ON PRIVATE PROP,4/12/2023,TOW     ,Referred for Towing to Impound Lot,OPEN,2244,    ,  ,GRAEBE AV                       ,CINC        ,1383316,415494,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=JV23000285,7/13/2023,Y,,,
6630381,,CODE ENFORCEMENT,Abandoned Vehicles,Cincinnati Health Dept,JV23000286,CJUNKV-H,Abandoned Vehicle Code Enforcement,CODE J  ,JUNK VEH ON PRIVATE PROP,4/12/2023,ABAT-OWN,Abated by the Owner,OPEN,2256,    ,  ,GRAEBE AV                       ,CINC        ,1383319,415637,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=JV23000286,7/13/2023,Y,,,
6639197,,CODE ENFORCEMENT,Zoning Enforcement,Cincinnati Buildings and Inspections,BC20230168,CBHZONEC,Zoning Code Enforcement - Commercial Uses,USE     ,USE OF COMM PROPERTY STNDRD,5/4/2023,ORDERS  ,Orders Issued,OPEN,1660,    ,  ,BLUE ROCK ST                    ,CINC        ,1389554,429311,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=BC20230168,7/15/2023,Y,,,
6641149,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202300988,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,1/30/2023,CIVIL2  ,Civil Citation Issued - Level 2,OPEN,5902,    ,  ,MEYERS DR                       ,CINC        ,1407232,449808,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202300988,7/15/2023,Y,,,
6643055,,CODE ENFORCEMENT,Vacated and Condemned Buildings,Cincinnati Buildings and Inspections,B202300064,CBHCODE ,Code Enforcement - Buildings with Residences,VACANT  ,VACANT RES BLDG-BARRC PRIORITY,1/2/2023,CLOSED  ,Closed,OPEN,2618,    ,  ,STANTON AV                      ,CINC        ,1403436,417203,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202300064,7/15/2023,Y,,,
6643088,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202300068,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,1/2/2023,FINLNOTC,Final Notice,OPEN,1951,    ,  ,DALEWOOD PL                     ,CINC        ,1412848,434316,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202300068,7/15/2023,Y,,,
6643106,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,BC20230010,CBHCODEC,Code Enforcement - Commercial Buildings,C CODES ,COMM CODE STANDARD,1/2/2023,FINLNOTC,Final Notice,OPEN,4586,    ,  ,PADDOCK RD                      ,CINC        ,1407645,431475,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=BC20230010,7/15/2023,Y,,,
6647032,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202303195,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,5/23/2023,INTAKE  ,Intake - New Case,OPEN,6092,    ,  ,BELMONT AV                      ,CINC        ,1384041,444042,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202303195,7/15/2023,Y,,,
6648014,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSA2301020,CDPSCLN ,Trash/Litter/Tall Grass Cleaning,TLGR-PRV,Tall grass/weeds private prop,7/2/2023,ASSIGNED,Assigned to a Cleaning Crew,OPEN,801,    ,W ,SEYMOUR AV                      ,CINC        ,1403342,441591,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSA2301020,7/20/2023,Y,,,
6654997,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSA2300882,CDPSCLN ,Trash/Litter/Tall Grass Cleaning,LITR-PRV,Litter private property,6/13/2023,NEW     ,New,OPEN,3514,    ,  ,BOUDINOT AV                     ,CINC        ,1372276,426859,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSA2300882,7/15/2023,Y,,,
6655943,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSC2307052,CDPSCODE,Trash/Litter/Tall Grass Complaint,TLGR-PRV,Tall grass/weeds private prop,7/11/2023,CITATION,Citation Issued,OPEN,2861,    ,  ,LOWER GRANDIN RD                ,CINC        ,1418095,415947,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSC2307052,7/15/2023,Y,,,
6655979,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSA2301094,CDPSCLN ,Trash/Litter/Tall Grass Cleaning,TLGR-PRV,Tall grass/weeds private prop,7/12/2023,ASSIGNED,Assigned to a Cleaning Crew,OPEN,3055,    ,  ,PERCY AV                        ,CINC        ,1378024,423202,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSA2301094,7/19/2023,Y,,,
6710522,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202206806,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,12/28/2022,CLOSED  ,Closed,OPEN,1815,    ,  ,WEGMAN AV                       ,CINC        ,1378170,415851,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202206806,7/16/2023,Y,,,
6711494,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202300056,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,1/2/2023,CLOSED  ,Closed,OPEN,6005,    ,  ,MEYERS DR                       ,CINC        ,1407053,449967,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202300056,7/16/2023,Y,,,
6712469,,CODE ENFORCEMENT,Zoning Enforcement,Cincinnati Buildings and Inspections,B202300116,CBHZONE ,Zoning Code Enforcement - Residential Uses,PARKING ,PARKING IN YARD STNDRD,1/4/2023,CIVIL1  ,First Civil Citation and Fine Issued,OPEN,3568,    ,  ,PURDUE ST                       ,CINC        ,1399443,424464,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202300116,7/16/2023,Y,,,
6712497,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202300241,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,1/4/2023,CIVIL1  ,Civil Citation Issued - Level 1,OPEN,3550,    ,  ,PURDUE ST                       ,CINC        ,1399403,424266,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202300241,7/16/2023,Y,,,
6635120,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSC2302497,CDPSCODE,Trash/Litter/Tall Grass Complaint,LITR-PRV,Litter private property,4/3/2023,REFABAND,Refer to Abandoned Property Program,OPEN,3719,    ,  ,KIRKUP AV                       ,CINC        ,1427291,437883,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSC2302497,7/15/2023,Y,,,
6605895,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202206584,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,12/14/2022,CLOSED  ,Closed,OPEN,2930,    ,  ,GRASSELLI AV                    ,CINC        ,1377770,422394,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202206584,7/13/2023,Y,,,
6618615,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSC2306351,CDPSCODE,Trash/Litter/Tall Grass Complaint,LITR-PRV,Litter private property,6/26/2023,CITATION,Citation Issued,OPEN,1657,    ,  ,LIONEL AV                       ,CINC        ,1386608,414481,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSC2306351,7/13/2023,Y,,,
6622617,,CODE ENF / INSPECTION,Building Enforcement,Cincinnati Health Dept,CHCE232210,CHENCODE,Health Environmental Code Enforcement,MOLD    ,Mold building or apartment,7/9/2023,PHNCALL ,,OPEN,1625,    ,  ,TUXWORTH AV                     ,CINC        ,1373508,414592,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=CHCE232210,7/18/2023,Y,,,
6622620,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSA2301056,CDPSCLN ,Trash/Litter/Tall Grass Cleaning,TLGR-PRV,Tall grass/weeds private prop,7/9/2023,NEW     ,New,OPEN,2136,    ,  ,SELIM AV                        ,CINC        ,1386535,414986,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSA2301056,7/13/2023,Y,,,
6622648,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202206720,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,12/26/2022,DUPLICAT,Duplicate Case,OPEN,1532,    ,W ,NORTH BEND RD                   ,CINC        ,1388773,444797,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202206720,7/13/2023,Y,,,
6627511,,CODE ENFORCEMENT,Abandoned Vehicles,Cincinnati Health Dept,JV23000143,CJUNKV-H,Abandoned Vehicle Code Enforcement,CODE J  ,JUNK VEH ON PRIVATE PROP,2/26/2023,TOW     ,Referred for Towing to Impound Lot,OPEN,3351,    ,  ,HEWITT CRSC                     ,CINC        ,1411872,420641,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=JV23000143,7/13/2023,Y,,,
6629527,,CODE ENFORCEMENT,Abandoned Vehicles,Cincinnati Health Dept,JV23000433,CJUNKV-H,Abandoned Vehicle Code Enforcement,CODE J  ,JUNK VEH ON PRIVATE PROP,5/22/2023,ABAT-OWN,Abated by the Owner,OPEN,5409,    ,  ,RAVENNA ST                      ,CINC        ,1431543,430117,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=JV23000433,7/13/2023,Y,,,
6638245,,CODE ENFORCEMENT,Abandoned Vehicles,Cincinnati Health Dept,JV23000508,CJUNKV-H,Abandoned Vehicle Code Enforcement,CODE J  ,JUNK VEH ON PRIVATE PROP,6/11/2023,ABAT-OWN,Abated by the Owner,OPEN,3770,    ,  ,ST LAWRENCE AV                  ,CINC        ,1379538,411309,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=JV23000508,7/15/2023,Y,,,
6642164,,VACANT FORECLOSED PROPTY PROGRAM,Vacant Foreclosed Property Registrations,Cincinnati Buildings and Inspections,VFP2300159,CBHVFPR ,Vacant Foreclosed Property Registration,FORECLOS,FORECLOSED PROPERTY,5/8/2023,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,1501,    ,  ,CALIFORNIA AV                   ,CINC        ,1409542,434371,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP2300159,7/15/2023,Y,,,
6644099,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,BC20230306,CBHCODEC,Code Enforcement - Commercial Buildings,C CODES ,COMM CODE STANDARD,5/16/2023,CLOSED  ,Closed,OPEN,442,    ,  ,LIBERTY HILL                    ,CINC        ,1399048,411543,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=BC20230306,7/15/2023,Y,,,
6645120,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202303199,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,5/23/2023,ORDERS  ,Orders Issued,OPEN,5514,    ,  ,GLENGATE LN                     ,CINC        ,1420168,433586,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202303199,7/15/2023,Y,,,
6648069,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202300244,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,1/5/2023,CLOSED  ,Closed,OPEN,2010,    ,  ,WASHINGTON CIR                  ,CINC        ,1406897,448775,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202300244,7/15/2023,Y,,,
6650121,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202303338,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,6/6/2023,ORDERS  ,Orders Issued,OPEN,200,    ,W ,GALBRAITH RD                    ,CINC        ,1406760,448392,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202303338,7/15/2023,Y,,,
6651080,,CODE ENFORCEMENT,Demolition Program,Cincinnati Buildings and Inspections,B202300352,CBHHAZ_R,Code Enforcement - Demolitions,1HSGV   ,HOUSING CODE VIOLATION,2/27/2023,NUISANCE,Declared a Public Nuisance - Ready for Bid,OPEN,6446,    ,  ,MCHUGH PL                       ,CINC        ,1426739,438461,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202300352,7/15/2023,Y,,,
6653062,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,BC20230272,CBHCODEC,Code Enforcement - Commercial Buildings,C CODES ,COMM CODE STANDARD,4/26/2023,CLOSED  ,Closed,OPEN,2654,    ,  ,MADISON RD                      ,CINC        ,1416766,422707,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=BC20230272,7/15/2023,Y,,,
6654076,,CODE ENF / INSPECTION,Building Enforcement,Cincinnati Health Dept,CHCE232003,CHENCODE,Health Environmental Code Enforcement,ROACHES ,Roaches - bldg or apartment,6/12/2023,ORDERS2 ,,OPEN,1582,    ,  ,CREST HILL AV                   ,CINC        ,1412944,444918,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=CHCE232003,7/18/2023,Y,,,
6655060,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSC2306975,CDPSCODE,Trash/Litter/Tall Grass Complaint,LITR-PRV,Litter private property,7/10/2023,REFABAND,Refer to Abandoned Property Program,OPEN,3752,    ,  ,WARSAW AV                       ,CINC        ,1379769,412256,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSC2306975,7/15/2023,Y,,,
6711501,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202300058,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,1/2/2023,CLOSED  ,Closed,OPEN,416,    ,W ,9TH ST                          ,CINC        ,1394917,408664,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202300058,7/16/2023,Y,,,
6711503,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202300059,CBHCODE ,Code Enforcement - Buildings with Residences,TREE_S  ,TREE ON PRIV PROP STANDARD,1/2/2023,CLOSED  ,Closed,OPEN,705,    ,  ,GRAND AV                        ,CINC        ,1383500,408727,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202300059,7/16/2023,Y,,,
6711526,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202300062,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,1/2/2023,CLOSED  ,Closed,OPEN,1853,    ,  ,LAWN AV                         ,CINC        ,1411992,432226,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202300062,7/16/2023,Y,,,
6713005,,INSPECTION,Building Enforcement,Cincinnati Buildings and Inspections,BF23000021,CBHFACFE,Building Facade and Fire Escape Inspections,FIRE_ESC,FIRE ESCAPE CERTIFICATION,2/7/2023,ORDERS  ,Orders Issued,OPEN,852,    ,  ,LINCOLN AV                      ,CINC        ,1404398,418659,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=BF23000021,7/16/2023,N,,,
6634180,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202303198,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,5/23/2023,INTAKE  ,Intake - New Case,OPEN,3471,    ,  ,WABASH AV                       ,CINC        ,1411325,421766,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202303198,7/15/2023,Y,,,
6606911,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSA2300178,CDPSCLN ,Trash/Litter/Tall Grass Cleaning,LITR-PRV,Litter private property,3/8/2023,CLOS-RI ,CLOS-RI ,OPEN,2905,    ,  ,ALMS PL                         ,CINC        ,1405678,418207,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSA2300178,7/13/2023,Y,,,
6607885,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSA2301021,CDPSCLN ,Trash/Litter/Tall Grass Cleaning,LITR-PRV,Litter private property,7/4/2023,NEW     ,New,OPEN,26,    ,  ,GLENWOOD AV                     ,CINC        ,1400256,427237,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSA2301021,7/13/2023,Y,,,
